ROUTEID,INTERSECTIONKEY,INTERSECTIONNAME,ACISA,LPI,NTOR_SIGNAGE,ALL_PED_PHASE,BIKE_PHASE,QUEUE_JUMP,TRANSIT_SIGNAL_PRIORITY,PED_RECALL_MODE,HAWK,APS,MEASURE,STATUS,WARD,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,OBJECTID,GLOBALID
,2a64703cc4ab31a896f4762112952ab2,4th St & G St SW,2189,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.881287,-77.01756,,51171,{55DC0F5C-7CE5-384D-E063-782F520A01CE}
,1ec8fa4bf32e690080fd3e8a82a3050d,19th St & Benning Rd NE,3129,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.898889,-76.976354,,51172,{55DC0F5C-7CE6-384D-E063-782F520A01CE}
,b192305486f39c41ce08b6252667d036,GEORGIA AVENUE NW AND PEABODY STREET NW,5141,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,4,38.96270799,-77.027891,,51173,{55DC0F5C-7CE7-384D-E063-782F520A01CE}
,ad45ac66e49970845cc0ab3dfb9744d8,7th St & P St NW,3023,Yes,Completed,No,No,Yes,Yes,Recall,No,Yes,,Active,2,38.909654,-77.021923,,51174,{55DC0F5C-7CE8-384D-E063-782F520A01CE}
,1e5e960782e6a3ffc42fb012a2529991,"16th St & Morrow Dr, Kennedy St NW",5095,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,4,38.956203,-77.036397,,51175,{55DC0F5C-7CE9-384D-E063-782F520A01CE}
,b90bccc56a94661f8755b99030e7b8b2,16th St & Buchanan St NW,5278,No,No Signage,No,No,No,No,Actuated,Yes,Yes,,Active,4,38.946131,-77.036419,,51176,{55DC0F5C-7CEA-384D-E063-782F520A01CE}
,fce249aabe3b521d8a5753c05acf15b1,"WISCONSIN AVE AND Q ST, NW",6149,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,2,38.910576,-77.065025,,51177,{55DC0F5C-7CEB-384D-E063-782F520A01CE}
,30ea1085414817fed25b519dabebfaff,26th St & M St NW,1172,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.905261,-77.054751,,51178,{55DC0F5C-7CEC-384D-E063-782F520A01CE}
,3ca1fc6b46829399018b1922a3700fbf,8th St & E Capitol St,4065,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.889808,-76.994968,,51179,{55DC0F5C-7CED-384D-E063-782F520A01CE}
,5a4597f25615cf746ef50d706116e93c,6th St & G St NW,2043,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.898322,-77.019918,,51180,{55DC0F5C-7CEE-384D-E063-782F520A01CE}
,6e4d76ff8ebfad815aeb9853da4a7416,Pennsylvania Ave & North Carolina Ave SE,4057,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.886046,-76.999509,,51181,{55DC0F5C-7CEF-384D-E063-782F520A01CE}
,05e734567c8b80cb3c8054c57c3efd34,E St NW & 9th St NW,2069,Yes,Completed,No,Yes,No,No,Recall,No,No,,Active,2,38.896121,-77.023958,,51182,{55DC0F5C-7CF0-384D-E063-782F520A01CE}
,a7f55334b7ff0ae0be92b18fed26a584,14th St & S St NW,1025,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,1,38.91411,-77.03195,,51183,{55DC0F5C-7CF1-384D-E063-782F520A01CE}
,24a128fd6beb94a1bd7284ded6e135d7,Connecticut Ave & Desales St NW,1176,Yes,No Signage,All-Ped Phase,No,No,No,Recall,No,Yes,,Active,2,38.90474279,-77.04058852,,51184,{55DC0F5C-7CF2-384D-E063-782F520A01CE}
,5c2443bcd21da3f32d9b4eaa95583471,NEW MEXICO AVENUE NW AND NEBRASKA AVENUE NW,6117,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.93578841,-77.08773054,,51185,{55DC0F5C-7CF3-384D-E063-782F520A01CE}
,9b488bc86fd8573a53d86b5fde19d221,13th St & V St NW,5051,Yes,Completed,No,No,No,No,Recall,No,No,,Active,1,38.918111,-77.029626,,51186,{55DC0F5C-7CF4-384D-E063-782F520A01CE}
,c7e2bb80693e1af84ea1b53d1929cfab,7th St & Maine Ave SW,2200,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.878662,-77.0227,,51187,{55DC0F5C-7CF5-384D-E063-782F520A01CE}
,47a00d476ffac63a7d93bbfb0cdb298c,11th St & G St NW,2104,Yes,Completed,No,No,Yes,No,Recall,No,Yes,,Active,2,38.898319,-77.027037,,51188,{55DC0F5C-7CF6-384D-E063-782F520A01CE}
,e71235e560a81c6a0bf77a9f31390428,7th St & Pennsylvania Ave SE,4024,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.884692,-76.996201,,51189,{55DC0F5C-7CF7-384D-E063-782F520A01CE}
,25b029d43a1e793555996d66a604940c,13th St & Theodore Roosevelt High School Entrance NW (MidBlock Ped Crossing),5049,No,No Signage,No,No,No,No,Recall,No,No,,Active,4,38.943017,-77.029707,,51190,{55DC0F5C-7CF8-384D-E063-782F520A01CE}
,4d9d9e72603177ff4fca9aeeeb34ef09,20th St & H St NW,1238,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.899586,-77.044912,,51191,{55DC0F5C-7CF9-384D-E063-782F520A01CE}
,6a2a2d1c161fc28a26349f908585926f,16th St & V St NW,5106,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,1,38.91812,-77.036502,,51192,{55DC0F5C-7CFA-384D-E063-782F520A01CE}
,6c95fa33d6ee4a696be8510b1f40a1d2,"Firth Sterling Ave SE & Stevens Rd, St Elizabeths Rd, Barry Rd SE",4269,No,No Signage,No,No,No,No,Actuated,No,Yes,,Active,8,38.860732,-77.002036,,51193,{55DC0F5C-7CFB-384D-E063-782F520A01CE}
,92ccd7b90c56fb97c91bcbd208118baf,CONNECTICUT AVENUE NW AND MORRISON STREET NW,6166,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.9640064,-77.07505095,,51194,{55DC0F5C-7CFC-384D-E063-782F520A01CE}
,423e83e0abf7cb21cf9f15505a49fc57,13th St & Otis Pl NW,5243,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,1,38.934575,-77.029723,,51195,{55DC0F5C-7CFD-384D-E063-782F520A01CE}
,19c6759ef515711c53bb389b570fb40c,"21st St, Florida Ave & S St NW",1370,No,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.91403825,-77.04657636,,51196,{55DC0F5C-7CFE-384D-E063-782F520A01CE}
,73a1a45c1bfb64e55cb0704369e6df3d,3rd St & Pennsylvania Ave NW,2023,No,No Signage,No,No,No,No,Recall,No,Planned,,Active,2,38.891459,-77.015193,,51197,{55DC0F5C-7CFF-384D-E063-782F520A01CE}
,8be4e45777351042959cde375c40c6cf,32ND STREET NW AND CLEVELAND AVENUE NW,6018,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.92752784,-77.06324213,,51198,{55DC0F5C-7D00-384D-E063-782F520A01CE}
,0e64a9d7c7ad1d320baea8e37bf2743b,CONNECTICUT AVENUE NW AND ORDWAY STREET NW,6077,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.93557401,-77.05851167,,51199,{55DC0F5C-7D01-384D-E063-782F520A01CE}
,f282b412ba67d782f8910dde0f29356f,TUNLAW ROAD NW AND CALVERT STREET NW,6056,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.92255605,-77.07469977,,51200,{55DC0F5C-7D02-384D-E063-782F520A01CE}
,b79ff0bb5e94e6943567f19f6e79be43,17th St & Independence Ave SE,4052,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.88759725,-76.98076553,,51201,{55DC0F5C-7D03-384D-E063-782F520A01CE}
,3319ebe382cb557d8b6ecb58e7a88903,"MACARTHUR BLVD AND Q ST, NW",6098,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.909014,-77.08666,,51202,{55DC0F5C-7D04-384D-E063-782F520A01CE}
,aed166687c352e186c6284d1c9e9c7c7,M St & Half St SE,2268,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,8,38.8764908,-77.00746202,,51203,{55DC0F5C-7D05-384D-E063-782F520A01CE}
,5cb97d6ff11b9049b60efccd56050907,Overlook Ave & Laboratory Rd SW,4170,No,No Signage,No,No,No,No, ,No,Planned,,Active,8,38.822498,-77.017386,,51204,{55DC0F5C-7D06-384D-E063-782F520A01CE}
,f054bab3b52619c78f8b86cf51d6ee5e,"2nd St & O St, Florida Ave NE",3441,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.90838,-77.003394,,51205,{55DC0F5C-7D07-384D-E063-782F520A01CE}
,80ba30a3042a758dd0b3c888b695a205,N Capitol St & E St,2214,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.89613293,-77.00906088,,51206,{55DC0F5C-7D08-384D-E063-782F520A01CE}
,3308e43d2a9c1e3891ae123819240fdc,"24th St, Shoreham Dr & Calvert St NW",6003,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.923483,-77.052595,,51207,{55DC0F5C-7D09-384D-E063-782F520A01CE}
,7bec4829b91436dc68b6f5627137a031,42ND STREET NW AND ALBEMARLE STREET NW,6042,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.9479178,-77.08204452,,51208,{55DC0F5C-7D0A-384D-E063-782F520A01CE}
,779e6eed0966ee665757da232f3645bc,MINNESOTA AVE AND CLAY PL NE,4308,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.89326536,-76.95054488,,51209,{55DC0F5C-7D0B-384D-E063-782F520A01CE}
,f563c17a3f27777840bb79f2f2efb232,"14th St, 15th St & Massachusetts Ave, Independence Ave SE",4046,No,Completed,No,No,No,No,Recall,No,No,,Active,6,38.88736727,-76.98419126,,51210,{55DC0F5C-7D0C-384D-E063-782F520A01CE}
,7dd9d86bc7747c3efeba6b3a75bf00fb,14th St & New York Ave NW,1020,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,2,38.89940045,-77.03195431,,51212,{55DC0F5C-7D0E-384D-E063-782F520A01CE}
,1ada1ff226a3cdccd3e99a88cd987cff,16th St & Benning Rd NE,3134,Yes,No Signage,No,No,No,No,Recall,No,Planned,,Active,5,38.89981588,-76.98148329,,51213,{55DC0F5C-7D0F-384D-E063-782F520A01CE}
,bcb08fdc6e5f44df9c6fcee1d1fb38fd,16TH STREET NW AND SHERIDAN STREET NW,5103,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,4,38.96614945,-77.03638662,,51214,{55DC0F5C-7D10-384D-E063-782F520A01CE}
,5c5ef7d691e0e6ab34e74f7e6bc2d459,14th St NE & Franklin St NE,3155,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.925704,-76.985807,,51215,{55DC0F5C-7D11-384D-E063-782F520A01CE}
,983dca228388e6cb8eacfe65bc24dd5e,"2nd St, New Hampshire Ave & Farragut St NW",5155,Yes,Completed,No,No,No,No,Recall,No,No,,Active,4,38.951213,-77.013332,,51216,{55DC0F5C-7D12-384D-E063-782F520A01CE}
,4711a6955a862a0fa7fd15d260190e0f,Pennsylvania Ave & Barney Cir SE,4060,No,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.87875,-76.981619,,51217,{55DC0F5C-7D13-384D-E063-782F520A01CE}
,a6f4fdffe1cab8cd73712b724ac9b343,"17th St, Mt Pleasant St & Park Rd NW",5109,Yes,Completed,All-Ped Phase,No,No,No,Recall,No,No,,Active,1,38.932547,-77.038796,,51218,{55DC0F5C-7D14-384D-E063-782F520A01CE}
,,H St & Union Station NE,2237,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.900222,-77.006628,,51219,{55DC0F5C-7D15-384D-E063-782F520A01CE}
,8986e78758a51edc6be0ba75d4c15d9f,MISSOURI AVENUE NW AND 16TH STREET NW,5097,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,4,38.96241738,-77.036391,,51220,{55DC0F5C-7D16-384D-E063-782F520A01CE}
,48c7548d3fcc525af54488dd795c6767,"13th St & Potomac Ave, I St SE",4043,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.87928387,-76.98831228,,51221,{55DC0F5C-7D17-384D-E063-782F520A01CE}
,7e21f934e974a0a4a521a71348700019,6th St & N St NW,2050,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.907249,-77.019917,,51222,{55DC0F5C-7D18-384D-E063-782F520A01CE}
,3a9834f3b38911343dafd15d6394d905,Vermont Ave & Q St NW,2155,No,Completed,No,No,No,No,Recall,No,No,,Active,2,38.911134,-77.028782,,51223,{55DC0F5C-7D19-384D-E063-782F520A01CE}
,645e238458a0caa60a906555d6c10dcf,17th St NW & R St NW,1081,Yes,Completed,No,No,No,No,Recall,No,No,,Active,2,38.912619,-77.038493,,51224,{55DC0F5C-7D1A-384D-E063-782F520A01CE}
,dd53df57d3536817906b6b0c67813662,South Dakota Ave & Galloway St NE,3208,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,5,38.952643,-76.996832,,51225,{55DC0F5C-7D1B-384D-E063-782F520A01CE}
,e0af0c3922dae67451c39ec4bcff9173,Wheeler Rd & Valley Ave SE,4166,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,8,38.836725,-76.993205,,51226,{55DC0F5C-7D1C-384D-E063-782F520A01CE}
,abbf6eeac01bce72e9c07ff3269c9869,55th St & Nannie Helen Burroughs Ave NE,4075,Yes,Completed,No,No,No,No,Recall,No,No,,Active,7,38.89837,-76.921899,,51227,{55DC0F5C-7D1D-384D-E063-782F520A01CE}
,9570f0a3e7e4185c835b211ef17a6400,1st St & M St NE,2162,Yes,Completed,No,Yes,No,No,Recall,No,Yes,,Active,6,38.905647,-77.005889,,51228,{55DC0F5C-7D1E-384D-E063-782F520A01CE}
,,17th St & Eisenhower Executive Office Building,1062,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,2,38.897921,-77.039467,,51229,{55DC0F5C-7D1F-384D-E063-782F520A01CE}
,7dcd5cf621adf8f94768759485219b9c,3rd St & C St SW,2179,Yes,Completed,No,No,No,No,Recall,No,No,,Active,6,38.88605,-77.015214,,51230,{55DC0F5C-7D20-384D-E063-782F520A01CE}
,297288e8f297fac010ab639b904f6910,E Capitol St & Stoddert Pl SE,4181,Yes,Completed,No,No,No,No,Actuated,No,Planned,,Active,7,38.889781,-76.948248,,51231,{55DC0F5C-7D21-384D-E063-782F520A01CE}
,6536bfbd7027cd5c44377e0a7168d2ec,7th St & I St SW,1232,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.879321,-77.021912,,51232,{55DC0F5C-7D22-384D-E063-782F520A01CE}
,e12d2c23f97322835ee2fe42ef3a7bce,Georgia Ave & Princeton Pl NW,5143,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,1,38.93524,-77.02414,,51233,{55DC0F5C-7D23-384D-E063-782F520A01CE}
,66ba7f89f379e17b65272a5161ad5718,NORTH DAKOTA AVENUE NW AND 3RD STREET NW,5007,Yes,Completed,No,No,No,No,Recall,No,No,,Active,4,38.96613874,-77.01617044,,51234,{55DC0F5C-7D24-384D-E063-782F520A01CE}
,,S Capitol St & Maintenance Yard,4242,No,No Signage,No,No,No,No,Recall,No,No,,Active,8,38.85652468,-77.00523785,,51235,{55DC0F5C-7D25-384D-E063-782F520A01CE}
,158563882ccef9690324d10e86bc679d,"Mt Olivet Rd, Brentwood Pkwy & New York Ave E/W Ramp NE",3176,Yes,Completed,No,No,No,No,Actuated,No,Yes,,Active,5,38.912401,-76.990832,,51236,{55DC0F5C-7D26-384D-E063-782F520A01CE}
,ca3b91c0a5b87b654f0779ff3a5e188e,"7th St & I St, Virginia Ave SE",4022,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.879286,-76.996198,,51237,{55DC0F5C-7D27-384D-E063-782F520A01CE}
,d9f69a3ffba112cff7c6879d54e1435c,S Capitol St & M St,2228,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,8,38.87647475,-77.0089459,,51238,{55DC0F5C-7D28-384D-E063-782F520A01CE}
,32418249d3a5c6a4ddc5ea07148b9c13,SUITLAND AT I-295 RAMPS A & C,2286,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,8,38.86399716,-77.00100887,,51239,{55DC0F5C-7D29-384D-E063-782F520A01CE}
,ed55ef09722541f993164ffdd5672738,23rd St & H St NW,1158,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,2,38.899584,-77.050129,,51240,{55DC0F5C-7D2A-384D-E063-782F520A01CE}
,77cb5a2300da0f1d155b8859d6a5d722,19th St & I St NW,1110,Yes,No Signage,No,No,No,Yes,Recall,No,No,,Active,2,38.901342,-77.043464,,51241,{55DC0F5C-7D2B-384D-E063-782F520A01CE}
,7398a6621902a3c940d01ab40f98dcd5,MISSISSIPPI AVENUE SE AND 4TH STREET SE,4138,Yes,Completed,No,No,No,No,Recall,No,No,,Active,8,38.83629881,-77.00076093,,51242,{55DC0F5C-7D2C-384D-E063-782F520A01CE}
,89c2f50c20efae5c8e9f40ce98066e2c,Florida Ave & W St NW,2285,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,1,38.919199,-77.024892,,51243,{55DC0F5C-7D2D-384D-E063-782F520A01CE}
,05522a7060e33a5544e22afe8e6cc93f,14th St & Thomas Cir NW (North Side),1366,No,Completed,No,No,No,No,Recall,No,No,,Active,2,38.906008,-77.03197,,51244,{55DC0F5C-7D2E-384D-E063-782F520A01CE}
,950ef0244426392440fbbea0cdcb3e5c,"Bladensburg Rd & Montana Ave, S St NE",3142,Yes,No Signage,No,No,No,No,Recall,No,Planned,,Active,5,38.91413596,-76.97506997,,51245,{55DC0F5C-7D2F-384D-E063-782F520A01CE}
,20c3823f6824b819c1c5dbeebfd81c48,PINEY BRANCH ROAD NW AND BLAIR ROAD NW,5162,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,4,38.97653546,-77.02054577,,51246,{55DC0F5C-7D30-384D-E063-782F520A01CE}
,759352dd6ee308a14f4368ad4bce80d9,17th St & Benning Rd NE,3116,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,7,38.8994184,-76.97929791,,51247,{55DC0F5C-7D31-384D-E063-782F520A01CE}
,0c9ad34a067735125f136f7029979ba0,"44th St & Nannie Helen Burroughs Ave, Hunt Pl NE",4073,Yes,Completed,No,No,No,No,Recall,No,No,,Active,7,38.900563,-76.939194,,51248,{55DC0F5C-7D32-384D-E063-782F520A01CE}
,40ab749b346471a86d6aa38400ca5d47,10th St & Rhode Island Ave NW,2099,No,Completed,No,No,No,No,Recall,No,No,,Active,2,38.910921,-77.025983,,51249,{55DC0F5C-7D33-384D-E063-782F520A01CE}
,9e38c32f1d63c0193a59a668104852a3,CATHEDRAL AVENUE NW AND NEW MEXICO AVENUE NW,6120,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.93028519,-77.08399731,,51250,{55DC0F5C-7D34-384D-E063-782F520A01CE}
,2bcfeac7784011948b0cfde64bfde268,25th St & M St NW,1171,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,2,38.90526487,-77.05329814,,51251,{55DC0F5C-7D35-384D-E063-782F520A01CE}
,e27f638339d196ded9138304032f9d07,CONNECTICUT AVENUE NW AND PORTER STREET NW,6079,No,Completed,No,No,No,No,Actuated,No,Yes,,Active,3,38.93683228,-77.05924489,,51252,{55DC0F5C-7D36-384D-E063-782F520A01CE}
,b37744d58b49217b8d2bc9e2a534715b,SOUTHERN AVENUE SE AND 9TH STREET SE,4289,No,No Signage,No,No,No,No,Recall,No,Yes,,Active,8,38.83082804,-76.98897933,,51253,{55DC0F5C-7D37-384D-E063-782F520A01CE}
,5136fc4a3751617387bbae167dc44423,Georgia Ave & Ingraham St NW,5132,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,4,38.954091,-77.027735,,51254,{55DC0F5C-7D38-384D-E063-782F520A01CE}
,850091b43e2caa128ef35eaa09d15c69,Kansas Ave & Upshur St NW,5259,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,4,38.941891,-77.025918,,51255,{55DC0F5C-7D39-384D-E063-782F520A01CE}
,afde745b5390da6d721bad7489f401bc,7th St & S St NW,3026,No,Completed,No,No,No,Yes,Recall,No,Yes,,Active,1,38.9141,-77.021927,,51256,{55DC0F5C-7D3A-384D-E063-782F520A01CE}
,c0969fc46af4862e2078233df4ce17bb,Rhode Island Ave & Mills Ave NE,3194,Yes,No Signage,No,No,No,Yes,Recall,No,No,,Active,5,38.929726,-76.974849,,51257,{55DC0F5C-7D3B-384D-E063-782F520A01CE}
,e21b530252631ffd92978189b09486c3,16th St & M St NW,1054,Yes,Completed,No,No,Yes,Yes,Recall,No,No,,Active,2,38.905654,-77.036532,,51258,{55DC0F5C-7D3C-384D-E063-782F520A01CE}
,bc38168e99aba01eb09862f663c4409e,4th St & Franklin St NE,3228,Yes,Completed,No,No,No,No,Recall,No,No,,Active,5,38.925595,-77.000573,,51259,{55DC0F5C-7D3D-384D-E063-782F520A01CE}
,52b37942e091c862946c1ddd0327bfe6,"Rhode Island Ave, V St & Summit Pl NE",3036,No,Completed,No,No,No,No,Recall,No,No,,Active,5,38.918267,-77.004863,,51260,{55DC0F5C-7D3E-384D-E063-782F520A01CE}
,800ace3a2cdc5115f702b57ca1b05ff4,"9th St, District Square & Maine Ave SW",2233,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,6,38.88032147,-77.02485577,,51261,{55DC0F5C-7D3F-384D-E063-782F520A01CE}
,19e79ec7ea8098958d454e828e6bf4ae,New Jersey Ave & H St NW,2152,Yes,Completed,No,No,Yes,No,Recall,No,No,,Active,6,38.900207,-77.012919,,51262,{55DC0F5C-7D40-384D-E063-782F520A01CE}
,26641be6687f1973a9b80673b9e9f08b,Benning Rd & G St SE,4111,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.8815,-76.933039,,51263,{55DC0F5C-7D41-384D-E063-782F520A01CE}
,feae0ada7a7d841db96f9842a3351a6a,20th St & South Dakota Ave NE,3203,Yes,No Signage,No,No,No,No,Actuated,No,No,,Active,5,38.93578,-76.976242,,51264,{55DC0F5C-7D42-384D-E063-782F520A01CE}
,172c299cb1db8a63b9fe59f51254ef65,Michigan Av & Franklin St NE,5233,Yes,No Signage,No,No,No,Yes,Recall,No,Yes,,Active,5,38.927021,-77.006304,,51265,{55DC0F5C-7D43-384D-E063-782F520A01CE}
,06003923d78662f546c82feecc556cd8,N Capitol St & Channing St,5194,Yes,Completed,No,No,No,No,Actuated,No,No,,Active,5,38.922371,-77.009044,,51266,{55DC0F5C-7D44-384D-E063-782F520A01CE}
,971dca54c31c794ad8718940d5d21736,25th St & K St NW,1169,No,Completed,No,No,No,No,Recall,No,No,,Active,2,38.902538,-77.053292,,51267,{55DC0F5C-7D45-384D-E063-782F520A01CE}
,97a89599a3e8c99f13bfb44c889d34b1,8th St & H St NE,3083,Yes,Completed,No,No,Yes,No,Recall,No,No,,Active,6,38.900211,-76.994973,,51268,{55DC0F5C-7D46-384D-E063-782F520A01CE}
,9d32577f5a1351bda147aed43b1c6773,CONNECTICUT AVENUE NW AND MCKINLEY STREET NW,6073,Yes,Completed,No,No,No,No,Recall,No,No,,Active,3,38.96491049,-77.07557529,,51269,{55DC0F5C-7D47-384D-E063-782F520A01CE}
,233ec0b233b9277d1d1cbc83db3e22e7,Benning Rd & C St SE (South),4109,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,7,38.88593,-76.935905,,51270,{55DC0F5C-7D48-384D-E063-782F520A01CE}
,372540e02e43ea4389b1033f63284126,18th St & L St NW,1093,No,Completed,No,No,No,No,Recall,No,No,,Active,2,38.903752,-77.041693,,51271,{55DC0F5C-7D49-384D-E063-782F520A01CE}
,bfed15f6155e34c60d2c0c67bc395e5f,16th St & Euclid St NW,5088,Yes,Completed,No,No,No,No,Recall,No,No,,Active,1,38.923256,-77.036495,,51272,{55DC0F5C-7D4A-384D-E063-782F520A01CE}
,70f24c9924395b690a4129b0aaccbcd8,Sherman Ave & Fairmont St NW,5170,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,1,38.924885,-77.025653,,51273,{55DC0F5C-7D4B-384D-E063-782F520A01CE}
,8cc6abe3243f6b0534d3f980c66cade4,30th St NE & Bladensburg Rd NE,3139,No,No Signage,All-Ped Phase,No,No,No,Recall,No,No,,Active,5,38.924057,-76.966535,,51274,{55DC0F5C-7D4C-384D-E063-782F520A01CE}
,ef581fcad2d83e828dd3c8bd8bab2d5e,41ST STREET NW AND MILITARY ROAD NW,6040,No,No Signage,No,No,No,No,Recall,No,No,,Active,3,38.96102784,-77.08030976,,51276,{55DC0F5C-7D4E-384D-E063-782F520A01CE}
,f0b7b0d37a63465dc70c321ea5fd5a2b,7th St NW & M St NW,2063,Yes,Completed,No,No,Yes,Yes,Recall,No,No,,Active,2,38.90565133,-77.0219164,,51277,{55DC0F5C-7D4F-384D-E063-782F520A01CE}
,d210bf732c47dc9bf8fee2773d655117,KALMIA ROAD NW AND 14TH STREET NW,5064,No,Completed,All-Ped Phase,No,No,No,Recall,No,No,,Active,4,38.98509957,-77.0334129,,51278,{55DC0F5C-7D50-384D-E063-782F520A01CE}
,13a0883223ccb7d2053940d4ebe5f4e6,RIVER ROAD NW AND 42ND STREET NW,6043,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,3,38.94999592,-77.08203941,,51279,{55DC0F5C-7D51-384D-E063-782F520A01CE}
,4996d9c807fb909ec515bfaf2295341c,16th St & L St NW,1053,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,2,38.903742,-77.036541,,51280,{55DC0F5C-7D52-384D-E063-782F520A01CE}
,0a87a6089c9dd10746382b0be0a2f186,Georgia Ave & Upshur St NW,5258,Yes,Completed,No,No,No,Yes,Recall,No,Yes,,Active,4,38.941881,-77.02552,,51281,{55DC0F5C-7D53-384D-E063-782F520A01CE}
,aab826e5229b77d626211dc2150142f6,GLOVER ROAD NW AND OREGON AVENUE NW,6111,Yes,Completed,No,No,No,No,Actuated,No,Yes,,Active,3,38.96161053,-77.05268559,,51282,{55DC0F5C-7D54-384D-E063-782F520A01CE}
,3f8df3c0fd30a0354a18d7b760ec31d2,ASPEN STREET NW AND BLAIR ROAD NW,5112,Yes,Completed,No,No,No,No,Recall,No,Yes,,Active,4,38.97235301,-77.0163039,,51283,{55DC0F5C-7D55-384D-E063-782F520A01CE}
,6dfd853c6a7561632679363daf02f2e8,21st St & M St NW,1140,Yes,Completed,No,No,No,Yes,Recall,No,No,,Active,2,38.90563,-77.04665,,51284,{55DC0F5C-7D56-384D-E063-782F520A01CE}
,900f1de9f94752d3c20c90794fdfa608,10th St & D St SW,1214,Yes,No Signage,No,No,No,No,Recall,No,No,,Active,6,38.884109,-76.992648,,51285,{55DC0F5C-7D57-384D-E063-782F520A01CE}
,3fc4278aec80b1fae22df08f6254930f,"MASSACHUSETTS AVE AND DRIVEWAY AT 4201 MASSACHUSETTS AVE, NW",6103,Yes,No Signage,No,No,No,No,Recall,No,Yes,,Active,3,38.935679,-77.082832,,51286,{55DC0F5C-7D58-384D-E063-782F520A01CE}
,006f9aee687206b22d7da90de4d48a0d,Minnesota Ave & Nelson Pl SE,4136,Yes,Completed,No,No,No,No,Recall,No,No,,Active,7,38.875956,-76.965757,,51287,{55DC0F5C-7D59-384D-E063-782F520A01CE}
,d082afc412d72508e452eb8e16166dcb,MILITARY ROAD NW AND NEVADA AVENUE NW,6110,Yes,No Signage,No,No,No,No,Actuated,No,Yes,,Active,3,38.96102468,-77.06917793,,51288,{55DC0F5C-7D5A-384D-E063-782F520A01CE}
